source	target
<EVENT> He got an A the next day <EVENT> Troy had an important test in school tomorrow <EVENT> He studied hard	<EVENT> had <ARGS> Troy had an important test in school tomorrow <EVENT> studied <ARGS> He studied hard <EVENT> got <ARGS> He got an A the next day
<EVENT> I hired a lawyer to fight her claims <EVENT> a lawyer fight her claims	<EVENT> hired <ARGS> I hired a lawyer to fight her claims <EVENT> fight <ARGS> a lawyer fight her claims
<EVENT> Sean decided to try them <EVENT> He never tried briefs <EVENT> One day his girlfriend bought him briefs as a present <EVENT> Sean try them	<EVENT> tried <ARGS> He never tried briefs <EVENT> bought <ARGS> One day his girlfriend bought him briefs as a present <EVENT> decided <ARGS> Sean decided to try them <EVENT> try <ARGS> Sean try them
<EVENT> she was really friendly <EVENT> She unpacked all her belongings in her dorm <EVENT> She met her new roommate <EVENT> She arrived on campus	<EVENT> arrived <ARGS> She arrived on campus <EVENT> unpacked <ARGS> She unpacked all her belongings in her dorm <EVENT> met <ARGS> She met her new roommate <EVENT> was <ARGS> she was really friendly
<EVENT> His kids decided to wash it <EVENT> Corky had a really bad toupee <EVENT> His kids wash it	<EVENT> had <ARGS> Corky had a really bad toupee <EVENT> decided <ARGS> His kids decided to wash it <EVENT> wash <ARGS> His kids wash it
<EVENT> When she came <EVENT> Ashley just bought a wok from the mall <EVENT> She make stir - fry <EVENT> She bought vegetables and rice to make stir - fry <EVENT> Her family complimented on her great cooking afterwards <EVENT> She wanted to make Asian bard for her family tonight <EVENT> When she came she prepared the meal in her new wok	<EVENT> bought <ARGS> Ashley just bought a wok from the mall <EVENT> wanted <ARGS> She wanted to make Asian bard for her family tonight <EVENT> bought <ARGS> She bought vegetables and rice to make stir - fry <EVENT> make <ARGS> She make stir - fry <EVENT> came <ARGS> When she came <EVENT> prepared <ARGS> When she came she prepared the meal in her new wok <EVENT> complimented <ARGS> Her family complimented on her great cooking afterwards
<EVENT> At the party the humans had a better time than the dogs <EVENT> dogs and their owners invite <EVENT> First she made a list of dogs and their owners to invite	<EVENT> made <ARGS> First she made a list of dogs and their owners to invite <EVENT> invite <ARGS> dogs and their owners invite <EVENT> had <ARGS> At the party the humans had a better time than the dogs
<EVENT> I noticed that the cat's bard bowl was empty <EVENT> the cat behaved normally again <EVENT> the cat ate	<EVENT> noticed <ARGS> I noticed that the cat's bard bowl was empty <EVENT> ate <ARGS> the cat ate <EVENT> behaved <ARGS> the cat behaved normally again
<EVENT> she find another church home <EVENT> Kate had the perfect church home	<EVENT> had <ARGS> Kate had the perfect church home <EVENT> find <ARGS> she find another church home
<EVENT> But his mother insisted he go outside <EVENT> She set his slip and slide for him and his friends	<EVENT> insisted <ARGS> But his mother insisted he go outside <EVENT> set <ARGS> She set his slip and slide for him and his friends
<EVENT> My friend crying <EVENT> I felt bad <EVENT> I also took her to get some ice cream <EVENT> I talking to her <EVENT> She hugging me <EVENT> My friend had a bad day from school	<EVENT> had <ARGS> My friend had a bad day from school <EVENT> crying <ARGS> My friend crying <EVENT> felt <ARGS> I felt bad <EVENT> talking <ARGS> I talking to her <EVENT> took <ARGS> I also took her to get some ice cream <EVENT> hugging <ARGS> She hugging me
<EVENT> I crocheted after work for many days <EVENT> I made it way too long <EVENT> I wanted to crochet a scarf <EVENT> I sat <EVENT> I finished <EVENT> When I decided I was finished I tried the scarf on <EVENT> I began my work	<EVENT> wanted <ARGS> I wanted to crochet a scarf <EVENT> sat <ARGS> I sat <EVENT> began <ARGS> I began my work <EVENT> crocheted <ARGS> I crocheted after work for many days <EVENT> finished <ARGS> I finished <EVENT> tried <ARGS> When I decided I was finished I tried the scarf on <EVENT> made <ARGS> I made it way too long
<EVENT> Martin built a prototype of a bowl that separates the cereal and milk <EVENT> He pitched his idea to several flatware companies <EVENT> The executives rejected Martin's new invention	<EVENT> built <ARGS> Martin built a prototype of a bowl that separates the cereal and milk <EVENT> pitched <ARGS> He pitched his idea to several flatware companies <EVENT> rejected <ARGS> The executives rejected Martin's new invention
<EVENT> it was very cold <EVENT> The lake frozen since it was very cold <EVENT> They visit a lake	<EVENT> frozen <ARGS> The lake frozen since it was very cold <EVENT> was <ARGS> it was very cold <EVENT> visit <ARGS> They visit a lake
<EVENT> Matt was on a train with his girlfriend <EVENT> They got off the train	<EVENT> was <ARGS> Matt was on a train with his girlfriend <EVENT> got <ARGS> They got off the train
<EVENT> I also took her to get some ice cream <EVENT> She hugging me <EVENT> My friend had a bad day from school <EVENT> My friend crying <EVENT> I talking to her <EVENT> her get some ice cream	<EVENT> had <ARGS> My friend had a bad day from school <EVENT> crying <ARGS> My friend crying <EVENT> talking <ARGS> I talking to her <EVENT> took <ARGS> I also took her to get some ice cream <EVENT> get <ARGS> her get some ice cream <EVENT> hugging <ARGS> She hugging me
<EVENT> she couldn't eat for thirty minutes <EVENT> Her mom offered to take her to lunch before school <EVENT> Instead her mom drove them around town until enough time passed <EVENT> Georgia just finished at a dentist appointment <EVENT> Her mom take her to lunch before school	<EVENT> finished <ARGS> Georgia just finished at a dentist appointment <EVENT> offered <ARGS> Her mom offered to take her to lunch before school <EVENT> take <ARGS> Her mom take her to lunch before school <EVENT> drove <ARGS> Instead her mom drove them around town until enough time passed <EVENT> eat <ARGS> she couldn't eat for thirty minutes
<EVENT> the couple fighting loudly <EVENT> He heard the couple shouting and fighting loudly <EVENT> the couple shouting loudly <EVENT> Finally he asked them to keep it down	<EVENT> heard <ARGS> He heard the couple shouting and fighting loudly <EVENT> shouting <ARGS> the couple shouting loudly <EVENT> fighting <ARGS> the couple fighting loudly <EVENT> asked <ARGS> Finally he asked them to keep it down
<EVENT> Afterwards the instructor told her that she made the team <EVENT> She went to the open try outs after class <EVENT> She did the various poses the instructor demonstrated <EVENT> Samantha wanted to try out for cheerleading at her school <EVENT> She also cheered the school chants <EVENT> she made the team	<EVENT> wanted <ARGS> Samantha wanted to try out for cheerleading at her school <EVENT> went <ARGS> She went to the open try outs after class <EVENT> did <ARGS> She did the various poses the instructor demonstrated <EVENT> cheered <ARGS> She also cheered the school chants <EVENT> told <ARGS> Afterwards the instructor told her that she made the team <EVENT> made <ARGS> she made the team
<EVENT> She watching it <EVENT> She terrified after watching it	<EVENT> watching <ARGS> She watching it <EVENT> terrified <ARGS> She terrified after watching it
<EVENT> She was from the states and traveling in Germany <EVENT> She traveling in Germany	<EVENT> was <ARGS> She was from the states and traveling in Germany <EVENT> traveling <ARGS> She traveling in Germany
<EVENT> He always thought it would be cool to try surfing <EVENT> He experiencing the beach for the first time <EVENT> He was very excited about experiencing the beach for the first time <EVENT> Logan never been to a beach before <EVENT> Logan spent all his time swimming, diving and surfing <EVENT> Logan's parents planned a family vacation to Hawaii	<EVENT> been <ARGS> Logan never been to a beach before <EVENT> thought <ARGS> He always thought it would be cool to try surfing <EVENT> planned <ARGS> Logan's parents planned a family vacation to Hawaii <EVENT> was <ARGS> He was very excited about experiencing the beach for the first time <EVENT> experiencing <ARGS> He experiencing the beach for the first time <EVENT> spent <ARGS> Logan spent all his time swimming, diving and surfing
<EVENT> Scared the car wouldn't stop the girls <EVENT> The driver looked at them surprised <EVENT> Scared the car wouldn't stop the girls yelled	<EVENT> Scared <ARGS> Scared the car wouldn't stop the girls <EVENT> yelled <ARGS> Scared the car wouldn't stop the girls yelled <EVENT> looked <ARGS> The driver looked at them surprised
<EVENT> And he rushed to school <EVENT> Jim take a shower <EVENT> But his shower drain clogged <EVENT> That day everyone avoided Jim	<EVENT> clogged <ARGS> But his shower drain clogged <EVENT> take <ARGS> Jim take a shower <EVENT> rushed <ARGS> And he rushed to school <EVENT> avoided <ARGS> That day everyone avoided Jim
<EVENT> The dig was an immediate success for the team <EVENT> The archaeologist setting a dig in Egypt	<EVENT> setting <ARGS> The archaeologist setting a dig in Egypt <EVENT> was <ARGS> The dig was an immediate success for the team
<EVENT> Jack loved the movie so much he begged for a Spiderman poster <EVENT> Jack chose to watch Spiderman <EVENT> he begged for a Spiderman poster	<EVENT> chose <ARGS> Jack chose to watch Spiderman <EVENT> loved <ARGS> Jack loved the movie so much he begged for a Spiderman poster <EVENT> begged <ARGS> he begged for a Spiderman poster
<EVENT> After she had a lot of leftovers <EVENT> she eat them <EVENT> She brought the leftovers to a homeless shelter <EVENT> Yvonne knew she wasn't going to eat them	<EVENT> had <ARGS> After she had a lot of leftovers <EVENT> knew <ARGS> Yvonne knew she wasn't going to eat them <EVENT> eat <ARGS> she eat them <EVENT> brought <ARGS> She brought the leftovers to a homeless shelter
<EVENT> Tom told his friends about his best experiences <EVENT> Tom saw many interesting sights on the road <EVENT> Tom's friends enjoyed Tom's stories	<EVENT> saw <ARGS> Tom saw many interesting sights on the road <EVENT> told <ARGS> Tom told his friends about his best experiences <EVENT> enjoyed <ARGS> Tom's friends enjoyed Tom's stories
<EVENT> When I was seven I played soccer <EVENT> I wasn't too good <EVENT> I somewhat enjoyed the game	<EVENT> played <ARGS> When I was seven I played soccer <EVENT> was <ARGS> I wasn't too good <EVENT> enjoyed <ARGS> I somewhat enjoyed the game
<EVENT> So they tied him to the whipping post <EVENT> Fifty - four times the whip struck his back	<EVENT> tied <ARGS> So they tied him to the whipping post <EVENT> struck <ARGS> Fifty - four times the whip struck his back
<EVENT> he wait for all 500 copies to come out <EVENT> He put the original down <EVENT> Corey make 50 copies of a flyer for his band <EVENT> He set the copier	<EVENT> make <ARGS> Corey make 50 copies of a flyer for his band <EVENT> put <ARGS> He put the original down <EVENT> set <ARGS> He set the copier <EVENT> wait <ARGS> he wait for all 500 copies to come out
<EVENT> he must be a professional <EVENT> A guard stopped Charles <EVENT> He buckled his skis <EVENT> Charles began sliding backwards down a slope <EVENT> He suited <EVENT> He skied faster and faster knocking people down in his path	<EVENT> suited <ARGS> He suited <EVENT> buckled <ARGS> He buckled his skis <EVENT> began <ARGS> Charles began sliding backwards down a slope <EVENT> skied <ARGS> He skied faster and faster knocking people down in his path <EVENT> stopped <ARGS> A guard stopped Charles <EVENT> be <ARGS> he must be a professional
<EVENT> Julia's grandmother wanted some tea <EVENT> She filled it with hot water <EVENT> A few minutes later it was ready for her grandmother <EVENT> Then she put a tea bag in the water <EVENT> Julia got a mug <EVENT> Julia went to the kitchen	<EVENT> went <ARGS> Julia went to the kitchen <EVENT> got <ARGS> Julia got a mug <EVENT> filled <ARGS> She filled it with hot water <EVENT> put <ARGS> Then she put a tea bag in the water <EVENT> was <ARGS> A few minutes later it was ready for her grandmother <EVENT> wanted <ARGS> Julia's grandmother wanted some tea
<EVENT> Hannah was furious <EVENT> In addition he tried to drive around her when she got out of the bus <EVENT> Hannah threatened him <EVENT> she started to call the cops	<EVENT> tried <ARGS> In addition he tried to drive around her when she got out of the bus <EVENT> was <ARGS> Hannah was furious <EVENT> threatened <ARGS> Hannah threatened him <EVENT> started <ARGS> she started to call the cops
